BJD - 2454833, Corrected Flux
2292.138625430, 1.100843716,
2292.159057059, 1.102669407,
2292.179488687, 1.093103328,
2292.199920416, 1.081420199,
2292.220352045, 1.097023638,
2292.261215304, 1.101934507,
2292.281646934, 1.081251436,
2292.302078464, 1.088664363,
2292.322510194, 1.080630155,
2292.342941824, 1.100538412,
2292.363373354, 1.097380256,
2292.383805085, 1.099437415,
2292.404236715, 1.090962103,
2292.424668446, 1.100512175,
2292.445099977, 1.096216860,
2292.506394871, 1.083041327,
2292.547258235, 1.089844013,
2292.567689767, 1.102146839,
2292.588121399, 1.097307867,
2292.608553131, 1.093014036,
2292.628984664, 1.090901051,
2292.649416397, 1.076827711,
2292.669848029, 1.086324897,
2292.690279563, 1.089961996,
2292.710711296, 1.094378084,
2292.751574463, 1.092508496,
2292.772006197, 1.093404851,
2292.792437831, 1.087428360,
2292.812869465, 1.086679987,
2292.833301099, 1.078177539,
2292.853732733, 1.103384855,
2292.874164468, 1.106546227,
2292.894596003, 1.073366875,
2292.915027638, 1.104574951,
2292.935459373, 1.084877898,
2292.955890909, 1.092792840,
2292.996754280, 1.089733448,
2293.017185816, 1.093515321,
2293.037617552, 1.063444267,
2293.058049188, 1.081408728,
2293.078480724, 1.094861689,
2293.098912461, 1.106623711,
2293.119344098, 1.081609398,
2293.139775635, 1.089760822,
2293.160207372, 1.095651986,
2293.180639009, 1.097017327,
2293.201070747, 1.091071678,
2293.241933922, 1.104996327,
2293.262365661, 1.104147969,
2293.282797199, 1.100423026,
2293.303228837, 1.111510961,
2293.323660476, 1.098046370,
2293.344092215, 1.084110268,
2293.364523854, 1.087361098,
2293.384955493, 1.096554055,
2293.405387032, 1.102404703,
2293.425818772, 1.087234146,
2293.446250411, 1.089466201,
2293.487113691, 1.078681963,
2293.507545332, 1.097431250,
2293.527976872, 1.089998498,
2293.548408613, 1.106977542,
2293.568840253, 1.083515119,
2293.589271994, 1.092624289,
2293.609703536, 1.097663291,
2293.630135177, 1.090046160,
2293.670998460, 1.097816437,
2293.691430102, 1.080754628,
2293.732293387, 1.110394027,
2293.752725129, 1.081411049,
2293.773156772, 1.072523074,
2293.793588315, 1.106388444,
2293.814020058, 1.095475763,
2293.834451701, 1.080334653,
2293.854883344, 1.097210971,
2293.875314988, 1.097645582,
2293.895746632, 1.096171181,
2293.916178376, 1.088607346,
2293.936609920, 1.088220445,
2293.957041564, 1.084042133,
2293.977473209, 1.097037314,
2293.997904953, 1.096459009,
2294.018336498, 1.092455260,
2294.038768144, 1.113220423,
2294.059199789, 1.099297352,
2294.079631434, 1.075448621,
2294.100063180, 1.085682313,
2294.120494726, 1.087924466,
2294.140926472, 1.093684045,
2294.161358118, 1.089476921,
2294.181789665, 1.105378615,
2294.222653058, 1.112049989,
2294.243084605, 1.111277850,
2294.283948000, 1.091897035,
2294.304379747, 1.091850755,
2294.324811295, 1.101225746,
2294.345242943, 1.104746561,
2294.365674691, 1.097361961,
2294.386106240, 1.101372215,
2294.406537888, 1.105459341,
2294.467832835, 1.121897149,
2294.488264585, 1.096330676,
2294.508696234, 1.096004519,
2294.529127884, 1.097733458,
2294.549559534, 1.099820641,
2294.569991184, 1.103146226,
2294.590422834, 1.099682563,
2294.610854485, 1.100833112,
2294.631286136, 1.087265408,
2294.651717787, 1.115492657,
2294.672149438, 1.096140678,
2294.713012741, 1.094225822,
2294.733444392, 1.100946669,
2294.753876144, 1.093427896,
2294.774307696, 1.085587767,
2294.794739349, 1.097944940,
2294.815171101, 1.096105094,
2294.835602654, 1.101086768,
2294.856034407, 1.095844812,
2294.876466060, 1.092948795,
2294.896897613, 1.081732620,
2294.917329367, 1.103697182,
2294.958192574, 1.097076836,
2294.978624328, 1.132004211,
2295.019487537, 1.094595184,
2295.039919292, 1.118210787,
2295.060350947, 1.096879407,
2295.080782702, 1.091444085,
2295.101214257, 1.104183687,
2295.121645913, 1.090777553,
2295.142077669, 1.098319819,
2295.162509324, 1.100228577,
2295.203372637, 1.083654063,
2295.223804293, 1.097016837,
2295.244235950, 1.094376505,
2295.264667607, 1.099812667,
2295.285099264, 1.106417115,
2295.305530922, 1.095874861,
2295.325962579, 1.091352818,
2295.346394137, 1.092586908,
2295.366825895, 1.115723299,
2295.387257553, 1.096936541,
2295.407689311, 1.096165997,
2295.448552529, 1.080229504,
2295.489415847, 1.108555557,
2295.509847506, 1.101756372,
2295.530279266, 1.113722200,
2295.550710826, 1.103627499,
2295.571142486, 1.110120524,
2295.591574246, 1.093681245,
2295.612005807, 1.090872544,
2295.632437567, 1.093740982,
2295.652869228, 1.076756581,
2295.693732550, 1.111667754,
2295.714164212, 1.104878929,
2295.734595874, 1.095434069,
2295.755027536, 1.088937610,
2295.775459198, 1.109866842,
2295.795890960, 1.093462468,
2295.816322522, 1.098323902,
2295.836754185, 1.100884416,
2295.857185948, 1.106089319,
2295.877617611, 1.095095538,
2295.898049175, 1.119364639,
2295.938912602, 1.080141766,
2295.959344166, 1.076600491,
2295.979775930, 1.101281319,
2296.000207595, 1.095309734,
2296.020639259, 1.090378009,
2296.061502589, 1.095562318,
2296.081934255, 1.095089721,
2296.102365920, 1.091420574,
2296.122797486, 1.098723762,
2296.143229252, 1.096621940,
2296.184092684, 1.095189231,
2296.204524251, 1.111110458,
2296.224955918, 1.105401909,
2296.245387685, 1.085556560,
2296.265819252, 1.096918805,
2296.286250919, 1.088571342,
2296.327114255, 1.087375383,
2296.347546023, 1.100144430,
2296.367977691, 1.089333962,
2296.388409360, 1.094862017,
2296.429272697, 1.103465911,
2296.449704366, 1.105146229,
2296.470136036, 1.095598192,
2296.490567705, 1.121457715,
2296.510999375, 1.085828998,
2296.531431145, 1.119202130,
2296.551862716, 1.103071193,
2296.572294486, 1.086792156,
2296.592726157, 1.100429001,
2296.613157728, 1.109973010,
2296.633589499, 1.091116301,
2296.654021170, 1.097418650,
2296.674452742, 1.098006311,
2296.694884513, 1.104055399,
2296.715316085, 1.101997042,
2296.735747858, 1.080658885,
2296.776611103, 1.093620839,
2296.797042876, 1.090180827,
2296.817474549, 1.100097602,
2296.837906122, 1.107149468,
2296.858337896, 1.105604381,
2296.878769569, 1.089627768,
2296.919632918, 1.120766681,
2296.940064592, 1.099431730,
2296.960496367, 1.104400261,
2296.980927941, 1.085692153,
2297.001359617, 1.092442168,
2297.021791392, 1.131723532,
2297.042223067, 1.119562732,
2297.062654643, 1.105166903,
2297.083086419, 1.088728859,
2297.103518095, 1.109319090,
2297.123949772, 1.112008465,
2297.164813125, 1.080446925,
2297.185244903, 1.079260869,
2297.205676480, 1.096818188,
2297.226108158, 1.098975784,
2297.246539935, 1.103364245,
2297.266971513, 1.094559832,
2297.287403292, 1.098126891,
2297.307834970, 1.102831903,
2297.328266549, 1.097894965,
2297.348698328, 1.116177799,
2297.369129907, 1.108082789,
2297.409993366, 1.095695329,
2297.430424946, 1.104039597,
2297.450856626, 1.076761130,
2297.471288406, 1.108663270,
2297.491719987, 1.130425019,
2297.512151767, 1.074784646,
2297.532583448, 1.089496338,
2297.553015130, 1.103346402,
2297.573446811, 1.089355438,
2297.593878493, 1.110588565,
2297.614310175, 1.094689531,
2297.634741857, 1.102603398,
2297.655173539, 1.087768880,
2297.675605322, 1.099350662,
2297.696036905, 1.092476881,
2297.716468588, 1.125400043,
2297.736900371, 1.099472813,
2297.757332054, 1.107981753,
2297.777763638, 1.082951304,
2297.798195422, 1.085523169,
2297.818627106, 1.100865965,
2297.839058691, 1.105709540,
2297.859490476, 1.091590807,
2297.900353946, 1.100800151,
2297.920785531, 1.112688449,
2297.941217217, 1.103717914,
2297.961649002, 1.096446482,
2297.982080588, 1.103929255,
2298.002512275, 1.084071740,
2298.022943961, 1.103080822,
2298.043375648, 1.099979043,
2298.063807435, 1.102584698,
2298.084239022, 1.092963240,
2298.104670710, 1.093089242,
2298.145534086, 1.109987482,
2298.165965774, 1.085118734,
2298.186397562, 1.083436111,
2298.206829151, 1.096321776,
2298.227260940, 1.117906806,
2298.247692629, 1.085776875,
2298.268124318, 1.105404867,
2298.288556008, 1.099782503,
2298.308987698, 1.077685764,
2298.349851078, 1.124303559,
2298.370282769, 1.116781414,
2298.390714460, 1.114322562,
2298.411146251, 1.094661930,
2298.431577842, 1.102738704,
2298.452009634, 1.089526787,
2298.472441325, 1.112252917,
2298.492872917, 1.110654882,
2298.513304709, 1.103601201,
2298.533736402, 1.081130064,
2298.554167995, 1.093774253,
2298.574599788, 1.095513743,
2298.595031481, 1.084453124,
2298.635894868, 1.110257706,
2298.656326562, 1.102209671,
2298.676758256, 1.095812838,
2298.697189951, 1.094653721,
2298.717621645, 1.099990089,
2298.738053340, 1.102188373,
2298.758485035, 1.095271169,
2298.778916831, 1.107300306,
2298.799348426, 1.107590183,
2298.819780122, 1.090279643,
2298.881075211, 1.095279927,
2298.901507008, 1.094729613,
2298.921938705, 1.096821779,
2298.942370302, 1.106323235,
2298.962802100, 1.091655456,
2298.983233798, 1.090736955,
2299.003665496, 1.091092945,
2299.024097194, 1.101348667,
2299.044528893, 1.095833611,
2299.064960692, 1.104512670,
2299.085392291, 1.112342252,
2299.126255790, 1.096319033,
2299.146687389, 1.106609339,
2299.167119189, 1.100816716,
2299.187550890, 1.106197481,
2299.207982490, 1.108998703,
2299.228414291, 1.100502921,
2299.248845992, 1.102715779,
2299.269277593, 1.083714304,
2299.289709395, 1.097204741,
2299.310141096, 1.076760388,
2299.330572799, 1.093078001,
2299.371436203, 1.095114656,
2299.391867906, 1.100742443,
2299.412299609, 1.087780900,
2299.432731312, 1.089558108,
2299.453163016, 1.114364168,
2299.473594720, 1.108311886,
2299.494026424, 1.087439801,
2299.514458128, 1.104337561,
2299.534889833, 1.090230417,
2299.555321637, 1.078112328,
2299.575753342, 1.092389492,
2299.596184947, 1.090638851,
2299.616616753, 1.089472805,
2299.637048459, 1.099086064,
